date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:19:35	6502/6502	---MCZ	200	added ('OK')	text/css	etag:W/%2256c01b9-1966-5aaf7e5eead2c%22	https://kits.pixel-show.com/careerster/wp-content/uploads/sites/4/elementor/css/post-453.css?ver=1595356574	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/uploads/sites/4/elementor/css/post-453b0e4.css	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:35	6641/6641	---MCZ	200	added ('OK')	text/css	etag:W/%2256c1823-19f1-5a3d3b3a01ff2%22	https://kits.pixel-show.com/careerster/wp-content/themes/hello-elementor/style.min.css?ver=2.2.0	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/themes/hello-elementor/style.min3601.css	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:36	5231/5231	---MCZ	200	added ('OK')	text/css	etag:W/%2256c1839-146f-5a3d3b3a027c2%22	https://kits.pixel-show.com/careerster/wp-content/themes/hello-elementor/theme.min.css?ver=2.2.0	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/themes/hello-elementor/theme.min3601.css	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:37	55753/55753	---MCZ	200	added ('OK')	text/css	etag:W/%2256c059a-d9c9-5aaf7e46194ec%22	https://kits.pixel-show.com/careerster/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.12.0	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.minb683.css	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:37	661/661	---MCZ	200	added ('OK')	text/css	etag:W/%2256c058d-295-5aaf7e4619104%22	https://kits.pixel-show.com/careerster/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.12.0	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minb683.css	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:37	668/668	---MCZ	200	added ('OK')	text/css	etag:W/%2256c0582-29c-5aaf7e4619104%22	https://kits.pixel-show.com/careerster/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.12.0	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683.css	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:38	676/676	---MCZ	200	added ('OK')	text/css	etag:W/%2256c0596-2a4-5aaf7e46194ec%22	https://kits.pixel-show.com/careerster/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.12.0	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.minb683.css	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:39	96873/96873	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c2333-17a69-5890fdfb13280%22	https://kits.pixel-show.com/careerster/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-includes/js/jquery/jquery4a5f.js	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:39	7/7	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c020a-7-5aa790f652c25%22	https://kits.pixel-show.com/careerster/wp-content/plugins/template-kit-export/public/assets/js/template-kit-export-public.min.js?ver=1.0.14	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/plugins/template-kit-export/public/assets/js/template-kit-export-public.min18c7.js	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:41	21465/21465	---M--	200	added ('OK')	image/jpeg	etag:%2256c26f6-53d9-5a044afabc064%22	https://kits.pixel-show.com/careerster/wp-content/uploads/sites/4/2020/03/cortex-min.jpg	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/uploads/sites/4/2020/03/cortex-min.jpg	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:41	86849/86849	---M--	200	added ('OK')	image/jpeg	etag:%2256c1816-15341-5a02c0ffb7bd0%22	https://kits.pixel-show.com/careerster/wp-content/uploads/sites/4/2020/03/a-portrait-of-caucasian-man-PDZTLMB-min.jpg	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/uploads/sites/4/2020/03/a-portrait-of-caucasian-man-PDZTLMB-min.jpg	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:43	25234/25234	---M--	200	added ('OK')	image/jpeg	etag:%2256c26b6-6292-5a044b7eb7ddc%22	https://kits.pixel-show.com/careerster/wp-content/uploads/sites/4/2020/03/upwards.jpg	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/uploads/sites/4/2020/03/upwards.jpg	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:44	74057/74057	---M--	200	added ('OK')	image/jpeg	etag:%2256c26b8-12149-5a044c44d0064%22	https://kits.pixel-show.com/careerster/wp-content/uploads/sites/4/2020/03/flowerbook.jpg	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/uploads/sites/4/2020/03/flowerbook.jpg	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:44	63410/63410	---M--	200	added ('OK')	image/jpeg	etag:%2256c19d0-f7b2-5a02fc903619f%22	https://kits.pixel-show.com/careerster/wp-content/uploads/sites/4/2020/03/01_User_Dashboard_Design-min.jpg	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/uploads/sites/4/2020/03/01_User_Dashboard_Design-min.jpg	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:44	14907/14907	---M--	200	added ('OK')	image/png	etag:%2256c1d85-3a3b-5a0443e0f81fd%22	https://kits.pixel-show.com/careerster/wp-content/uploads/sites/4/elementor/thumbs/the_logos_60_black_25-om7orlfuejl52ap98jjszt0w3gs6m0hg71yirjrpo0.png	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/uploads/sites/4/elementor/thumbs/the_logos_60_black_25-om7orlfuejl52ap98jjszt0w3gs6m0hg71yirjrpo0.png	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:45	10867/10867	---M--	200	added ('OK')	image/png	etag:%2256c1d86-2a73-5a0443e0fb4c5%22	https://kits.pixel-show.com/careerster/wp-content/uploads/sites/4/elementor/thumbs/the_logos_60_black_05-om7orlfuejl52ap98jjszt0w3gs6m0hg71yirjrpo0.png	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/uploads/sites/4/elementor/thumbs/the_logos_60_black_05-om7orlfuejl52ap98jjszt0w3gs6m0hg71yirjrpo0.png	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:45	10649/10649	---M--	200	added ('OK')	image/png	etag:%2256c1d87-2999-5a0443e0fe78d%22	https://kits.pixel-show.com/careerster/wp-content/uploads/sites/4/elementor/thumbs/the_logos_60_black_10-om7orlfuejl52ap98jjszt0w3gs6m0hg71yirjrpo0.png	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/uploads/sites/4/elementor/thumbs/the_logos_60_black_10-om7orlfuejl52ap98jjszt0w3gs6m0hg71yirjrpo0.png	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:46	9852/9852	---M--	200	added ('OK')	image/png	etag:%2256c1d88-267c-5a0443e10166d%22	https://kits.pixel-show.com/careerster/wp-content/uploads/sites/4/elementor/thumbs/the_logos_60_black_13-om7ormdoldmfdwnw31yfkascounjtpl6j6m08tqbhs.png	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/uploads/sites/4/elementor/thumbs/the_logos_60_black_13-om7ormdoldmfdwnw31yfkascounjtpl6j6m08tqbhs.png	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:47	10549/10549	---M--	200	added ('OK')	image/png	etag:%2256c1db6-2935-5a0443e10454d%22	https://kits.pixel-show.com/careerster/wp-content/uploads/sites/4/elementor/thumbs/the_logos_60_black_18-om7ormdoldmfdwnw31yfkascounjtpl6j6m08tqbhs.png	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/uploads/sites/4/elementor/thumbs/the_logos_60_black_18-om7ormdoldmfdwnw31yfkascounjtpl6j6m08tqbhs.png	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:47	12754/12754	---M--	200	added ('OK')	image/png	etag:%2256c26b3-31d2-5a0443e10742d%22	https://kits.pixel-show.com/careerster/wp-content/uploads/sites/4/elementor/thumbs/the_logos_60_black_20-om7ormdoldmfdwnw31yfkascounjtpl6j6m08tqbhs.png	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/uploads/sites/4/elementor/thumbs/the_logos_60_black_20-om7ormdoldmfdwnw31yfkascounjtpl6j6m08tqbhs.png	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:47	3405/3405	---M--	200	added ('OK')	image/jpeg	etag:%2256c26b4-d4d-5a0443e108f85%22	https://kits.pixel-show.com/careerster/wp-content/uploads/sites/4/elementor/thumbs/the_logos_60_black_23-om7ornbis7nppimixkd24sjta8ix1eowvb9hq3oxbk.jpg	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/uploads/sites/4/elementor/thumbs/the_logos_60_black_23-om7ornbis7nppimixkd24sjta8ix1eowvb9hq3oxbk.jpg	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:48	8116/8116	---M--	200	added ('OK')	image/png	etag:%2256c26ec-1fb4-5a044df16e964%22	https://kits.pixel-show.com/careerster/wp-content/uploads/sites/4/elementor/thumbs/the_logos_60_black_24-om7ornbis7nppimixkd24sjta8ix1eowvb9hq3oxbk.png	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/uploads/sites/4/elementor/thumbs/the_logos_60_black_24-om7ornbis7nppimixkd24sjta8ix1eowvb9hq3oxbk.png	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:49	14105/14105	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c02ad-3719-5ac5e84c64fb7%22	https://kits.pixel-show.com/careerster/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.2.1	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/plugins/contact-form-7/includes/js/scripts7752.js	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:49	1434/1434	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c2490-59a-5a23a5f487c76%22	https://kits.pixel-show.com/careerster/wp-includes/js/wp-embed.min.js?ver=5.5	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-includes/js/wp-embed.min5156.js	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:49	88060/88060	---M--	200	added ('OK')	image/jpeg	etag:%2256c1d7e-157fc-5a0364ffd5fb9%22	https://kits.pixel-show.com/careerster/wp-content/uploads/sites/4/2020/03/a-portrait-of-caucasian-man-PWZQSFA-1024x876.jpg	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/uploads/sites/4/2020/03/a-portrait-of-caucasian-man-PWZQSFA-1024x876.jpg	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:49	23628/23628	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c03dd-5c4c-5ac5e84e7a6df%22	https://kits.pixel-show.com/careerster/wp-content/plugins/header-footer-elementor/inc/js/frontend.js?ver=1.5.2	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/plugins/header-footer-elementor/inc/js/frontend6bc5.js	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:50	1801/1801	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c05d0-709-5aaf7e461b42c%22	https://kits.pixel-show.com/careerster/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:50	60475/60475	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c04c0-ec3b-5aaf7e461278c%22	https://kits.pixel-show.com/careerster/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=2.9.14	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/plugins/elementor/assets/js/frontend-modules.min7c53.js	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:51	6595/6595	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c2aab-19c3-59fdc0dc8ce67%22	https://kits.pixel-show.com/careerster/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=2.8.3	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.minf7ff.js	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:51	123663/123663	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c2a82-1e30f-59fdc0dc8b30f%22	https://kits.pixel-show.com/careerster/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=2.8.3	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/plugins/elementor-pro/assets/js/frontend.minf7ff.js	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:52	6482/6482	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c2358-1952-594330ce30200%22	https://kits.pixel-show.com/careerster/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-includes/js/jquery/ui/position.mine899.js	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:52	10695/10695	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c0548-29c7-5aaf7e4616ddc%22	https://kits.pixel-show.com/careerster/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.7.6	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/plugins/elementor/assets/lib/dialog/dialog.minae9e.js	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:53	12198/12198	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c05cd-2fa6-5aaf7e461b044%22	https://kits.pixel-show.com/careerster/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:54	139153/139153	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c0550-21f91-5aaf7e46171c4%22	https://kits.pixel-show.com/careerster/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:54	2635/2635	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c05d6-a4b-5aaf7e461b42c%22	https://kits.pixel-show.com/careerster/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=2.9.14	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/plugins/elementor/assets/lib/share-link/share-link.min7c53.js	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:55	117731/117731	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c04c4-1cbe3-5aaf7e4612b74%22	https://kits.pixel-show.com/careerster/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=2.9.14	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/plugins/elementor/assets/js/frontend.min7c53.js	(from https://kits.pixel-show.com/careerster/template-kit/home-1/)
03:19:55	847/847	---M--	200	added ('OK')	image/gif	etag:%2256c0271-34f-5ac5e84c6345f%22	https://kits.pixel-show.com/careerster/wp-content/plugins/contact-form-7/images/ajax-loader.gif	E:/Portfolio_V1/kits.pixel-show.com/careerster/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://kits.pixel-show.com/careerster/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.2.1)
